company,title,gender,race,bins,country,region,totalyearlycompensation,yearsofexperience,yearsatcompany,education
other,Software Engineer,Male,White,L5,USA,USA,150000,5.0,2.0,3.0
other,Technical Program Manager,Male,Asian,L5,USA,USA,242000,20.0,0.0,4.0
other,Software Engineer,Other,Asian,L5,USA,USA,121000,0.0,0.0,3.0
other,Product Manager,Other,Unknown,L5,USA,USA,160000,4.0,2.0,4.0
other,Software Engineering Manager,Male,White,L5,USA,USA,150000,10.0,4.0,1.0
other,Hardware Engineer,Other,Unknown,L4,USA,USA,82000,1.0,1.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,118000,1.0,0.0,3.0
other,Technical Program Manager,Male,White,L4,USA,USA,88000,1.0,1.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,113000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,95000,0.0,0.0,3.0
other,Marketing,Other,Unknown,L4,USA,USA,78000,3.0,1.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,74000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,111000,1.0,1.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,121000,5.0,5.0,3.0
Deloitte,Software Engineer,Male,Black,L4,Canada,Canada,55000,2.0,1.0,4.0
other,Mechanical Engineer,Male,White,L4,USA,USA,75000,2.0,2.0,4.0
JPMorgan Chase,Software Engineer,Other,Unknown,L4,USA,USA,67000,0.0,0.0,3.0
other,Mechanical Engineer,Male,White,L4,USA,USA,80000,2.0,2.0,3.0
Netflix,Technical Program Manager,Other,Unknown,L4,USA,USA,220000,10.0,9.0,4.0
other,Software Engineer,Male,Unknown,L4,United Kingdom,UK&IRE,89000,1.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,80000,1.0,1.0,3.0
other,Software Engineering Manager,Male,White,L4,Germany,Western Europe,115000,11.0,5.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,85000,2.0,2.0,3.0
other,Data Scientist,Male,White,L4,USA,USA,100000,1.0,0.0,5.0
other,Mechanical Engineer,Male,Asian,L4,USA,USA,98000,5.0,3.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,75000,0.0,0.0,3.0
other,Software Engineer,Male,Hispanic,L4,USA,USA,72000,0.0,0.0,3.0
other,Software Engineer,Male,Unknown,L4,USA,USA,195000,5.0,5.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,83000,1.0,1.0,3.0
other,Technical Program Manager,Other,Unknown,L4,USA,USA,90000,4.0,0.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,94000,2.0,0.0,4.0
other,Mechanical Engineer,Other,Unknown,L4,USA,USA,75000,0.0,0.0,3.0
eBay,Product Designer,Male,White,L4,USA,USA,236000,5.0,3.0,4.0
other,Solution Architect,Male,Asian,L4,USA,USA,78000,0.0,0.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,70000,0.0,0.0,3.0
other,Software Engineer,Male,Black,L4,USA,USA,90000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,104000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,106000,2.0,1.0,3.0
other,Software Engineer,Male,Hispanic,L4,USA,USA,90000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,77000,1.0,1.0,3.0
Amazon,Software Engineer,Other,Unknown,L4,USA,USA,160000,2.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,69000,2.0,2.0,3.0
other,Software Engineer,Male,Asian,L4,Canada,Canada,81000,1.0,1.0,3.0
Capital One,Software Engineer,Male,White,L4,USA,USA,123000,1.0,0.0,3.0
other,Software Engineer,Male,Hispanic,L4,USA,USA,85000,4.0,2.0,3.0
other,Business Analyst,Other,Unknown,L4,USA,USA,83000,1.0,1.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,78000,1.0,1.0,3.0
Goldman Sachs,Software Engineer,Female,Asian,L4,USA,USA,150000,1.0,1.0,5.0
other,Software Engineer,Other,Unknown,L4,USA,USA,135000,2.0,2.0,3.0
other,Software Engineer,Male,Two Or More,L4,USA,USA,117000,1.0,1.0,3.0
other,Software Engineer,Male,Unknown,L4,India,India,15000,0.0,0.0,3.0
Twitter,Software Engineer,Male,Asian,L4,USA,USA,168000,0.0,0.0,3.0
other,Software Engineer,Female,White,L4,USA,USA,115000,5.0,5.0,3.0
other,Business Analyst,Female,White,L4,USA,USA,102000,2.0,2.0,3.0
other,Software Engineer,Female,Asian,L4,USA,USA,92000,5.0,4.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,72000,2.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,85000,2.0,0.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,74000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,Germany,Western Europe,67000,2.0,0.0,3.0
other,Product Manager,Male,White,L4,USA,USA,78000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,78000,2.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,71000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,72000,3.0,1.0,3.0
other,Technical Program Manager,Male,White,L4,USA,USA,156000,12.0,1.0,4.0
other,Software Engineer,Male,Two Or More,L4,USA,USA,82000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,69000,0.0,0.0,3.0
other,Hardware Engineer,Other,Unknown,L4,USA,USA,120000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,India,India,19000,3.0,3.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,69000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,88000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,150000,10.0,2.0,4.0
other,Product Designer,Other,Unknown,L4,USA,USA,200000,10.0,8.0,3.0
other,Product Designer,Other,Unknown,L4,USA,USA,133000,1.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,80000,1.0,0.0,3.0
other,Software Engineer,Male,Two Or More,L4,USA,USA,85000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,85000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,130000,4.0,0.0,3.0
other,Product Manager,Other,Unknown,L5,Singapore,South-Eastern Asia,58000,2.0,2.0,3.0
other,Mechanical Engineer,Other,Unknown,L5,USA,USA,124000,3.0,0.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,94000,3.0,3.0,3.0
other,Product Designer,Male,Unknown,L5,USA,USA,113000,5.0,3.0,3.0
other,Software Engineer,Male,Black,L5,USA,USA,83000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,158000,3.0,2.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,105000,6.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,93000,3.0,2.0,4.0
other,Human Resources,Other,Unknown,L5,USA,USA,100000,6.0,3.0,4.0
other,Software Engineer,Male,White,L5,Germany,Western Europe,74000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,145000,20.0,2.0,3.0
other,Product Manager,Female,Asian,L5,USA,USA,178000,4.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,175000,5.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,115000,3.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,98000,3.0,1.0,4.0
Shopify,Sales,Other,White,L5,Canada,Canada,101000,5.0,2.0,3.0
other,Software Engineer,Male,Two Or More,L5,USA,USA,73000,3.0,3.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,118000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,152000,2.0,2.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,99000,3.0,2.0,3.0
Twitter,Business Analyst,Other,Unknown,L5,USA,USA,133000,3.0,0.0,4.0
other,Product Manager,Other,Two Or More,L5,USA,USA,120000,6.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,175000,5.0,1.0,4.0
other,Data Scientist,Other,Unknown,L5,USA,USA,115000,1.0,1.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,129000,5.0,1.0,4.0
other,Data Scientist,Female,Asian,L5,USA,USA,150000,2.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,93000,2.0,2.0,3.0
other,Data Scientist,Other,Unknown,L5,USA,USA,109000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,124000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,126000,5.0,5.0,3.0
other,Solution Architect,Male,Unknown,L5,USA,USA,135000,4.0,0.0,3.0
other,Software Engineer,Male,Black,L5,USA,USA,108000,4.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,196000,3.0,0.0,3.0
other,Software Engineer,Female,Unknown,L5,USA,USA,95000,4.0,3.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,109000,10.0,1.0,1.0
other,Software Engineer,Other,Unknown,L5,USA,USA,154000,6.0,2.0,4.0
other,Product Manager,Male,White,L5,USA,USA,78000,3.0,2.0,3.0
other,Product Manager,Other,Unknown,L5,USA,USA,153000,3.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,130000,2.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,120000,4.0,4.0,3.0
other,Software Engineer,Female,Asian,L5,USA,USA,150000,3.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,122000,2.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,90000,1.0,0.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,136000,3.0,0.0,1.0
other,Software Engineer,Male,Asian,L5,USA,USA,130000,20.0,6.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,205000,5.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,113000,3.0,2.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,145000,4.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,India,India,49000,3.0,0.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,72000,8.0,4.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,116000,2.0,2.0,3.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,108000,2.0,2.0,3.0
other,Software Engineer,Male,Unknown,L5,USA,USA,97000,3.0,2.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,201000,15.0,10.0,2.0
other,Software Engineer,Female,White,L5,USA,USA,133000,2.0,0.0,3.0
other,Mechanical Engineer,Male,Asian,L5,USA,USA,101000,2.0,2.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,109000,4.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,150000,2.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,78000,6.0,4.0,4.0
other,Software Engineer,Female,Unknown,L5,USA,USA,109000,2.0,2.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,135000,3.0,0.0,4.0
other,Software Engineer,Male,White,L5,United Kingdom,UK&IRE,72000,4.0,2.0,3.0
other,Software Engineer,Male,Two Or More,L5,USA,USA,93000,2.0,2.0,3.0
other,Hardware Engineer,Male,White,L5,USA,USA,101000,3.0,3.0,4.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,110000,2.0,0.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,150000,5.0,5.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,94000,4.0,4.0,3.0
other,Software Engineer,Male,Two Or More,L5,USA,USA,149000,8.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,132000,2.0,1.0,3.0
other,Software Engineer,Male,White,L5,Germany,Western Europe,59000,4.0,2.0,3.0
Walmart Labs,Software Engineer,Female,Asian,L5,USA,USA,89000,3.0,1.0,4.0
other,Software Engineer,Male,Black,L5,Germany,Western Europe,76000,6.0,1.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,177000,3.0,3.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,146000,5.0,5.0,3.0
other,Product Manager,Female,Unknown,L5,USA,USA,103000,10.0,3.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,82000,5.0,2.0,3.0
other,Data Scientist,Male,Asian,L5,USA,USA,172000,4.0,0.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,250000,5.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,106000,8.0,1.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,120000,3.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,135000,4.0,2.0,3.0
other,Software Engineer,Male,White,L3,Germany,Western Europe,79000,7.0,0.0,1.0
other,Mechanical Engineer,Female,White,L5,USA,USA,100000,14.0,1.0,4.0
other,Software Engineer,Male,Unknown,L5,United Kingdom,UK&IRE,54000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,196000,5.0,2.0,4.0
other,Software Engineer,Other,Unknown,L5,Germany,Western Europe,105000,10.0,3.0,4.0
other,Product Manager,Male,White,L5,USA,USA,184000,8.0,8.0,3.0
other,Solution Architect,Other,Unknown,L5,USA,USA,200000,10.0,2.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,175000,5.0,0.0,4.0
other,Software Engineer,Female,Asian,L5,USA,USA,73000,2.0,2.0,3.0
other,Management Consultant,Male,White,L5,USA,USA,230000,4.0,0.0,4.0
other,Software Engineer,Male,Unknown,L5,USA,USA,133000,0.0,0.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,80000,1.0,1.0,3.0
other,Software Engineer,Male,White,L5,Israel,Middle East,90000,7.0,5.0,3.0
Uber,Business Analyst,Male,Hispanic,L5,USA,USA,109000,5.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,91000,1.0,1.0,4.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,150000,10.0,0.0,3.0
Facebook,Recruiter,Other,Unknown,L5,USA,USA,130000,4.0,2.0,4.0
Intel,Hardware Engineer,Male,White,L5,USA,USA,89000,1.0,1.0,3.0
other,Technical Program Manager,Other,Unknown,L5,USA,USA,110000,5.0,5.0,4.0
Uber,Recruiter,Female,Asian,L5,USA,USA,125000,6.0,3.0,3.0
other,Mechanical Engineer,Male,White,L5,USA,USA,110000,6.0,6.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,65000,3.0,3.0,4.0
Walmart Labs,Data Scientist,Male,Asian,L5,USA,USA,105000,5.0,0.0,4.0
other,Software Engineer,Male,White,L5,Russia,Central Asia,40000,7.0,4.0,2.0
Google,Software Engineer,Female,Asian,L5,USA,USA,210000,5.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,115000,5.0,0.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,136000,10.0,3.0,3.0
other,Mechanical Engineer,Male,White,L5,USA,USA,121000,8.0,8.0,4.0
other,Product Designer,Male,White,L5,USA,USA,139000,20.0,2.0,3.0
other,Software Engineering Manager,Male,White,L5,USA,USA,167000,20.0,4.0,3.0
other,Business Analyst,Male,Asian,L5,USA,USA,132000,11.0,5.0,4.0
Uber,Marketing,Male,Asian,L5,USA,USA,140000,3.0,1.0,4.0
Uber,Data Scientist,Male,White,L5,USA,USA,192000,0.0,0.0,4.0
other,Product Manager,Other,Unknown,L5,Germany,Western Europe,70000,7.0,2.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,140000,5.0,3.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,85000,6.0,6.0,3.0
other,Software Engineering Manager,Male,Two Or More,L5,Canada,Canada,118000,26.0,4.0,3.0
other,Hardware Engineer,Other,Unknown,L5,USA,USA,182000,5.0,2.0,3.0
other,Data Scientist,Male,Unknown,L5,USA,USA,141000,1.0,1.0,5.0
other,Product Manager,Female,White,L5,USA,USA,222000,20.0,2.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,90000,10.0,9.0,4.0
other,Business Analyst,Male,White,L5,USA,USA,109000,5.0,3.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,180000,6.0,0.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,86000,9.0,9.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,128000,3.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,Germany,Western Europe,106000,9.0,3.0,4.0
other,Solution Architect,Male,White,L5,United Kingdom,UK&IRE,128000,5.0,1.0,4.0
other,Marketing,Female,White,L6,USA,USA,158000,8.0,3.0,3.0
Google,Hardware Engineer,Male,White,L6,USA,USA,250000,6.0,2.0,3.0
Uber,Software Engineer,Male,Asian,L6,USA,USA,286000,3.0,0.0,4.0
other,Product Designer,Female,White,L6,USA,USA,190000,10.0,2.0,3.0
other,Software Engineer,Male,Unknown,L6,United Kingdom,UK&IRE,65000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L6,USA,USA,330000,5.0,0.0,4.0
Google,Software Engineer,Male,Asian,L6,USA,USA,308000,3.0,3.0,3.0
Google,Sales,Female,White,L6,United Kingdom,UK&IRE,172000,11.0,11.0,3.0
Google,Software Engineer,Male,Asian,L6,USA,USA,243000,2.0,2.0,4.0
Oracle,Technical Program Manager,Other,Unknown,L6,USA,USA,370000,18.0,3.0,3.0
other,Software Engineer,Other,Unknown,L6,USA,USA,187000,15.0,3.0,3.0
other,Product Manager,Male,Hispanic,L6,USA,USA,176000,5.0,5.0,4.0
Salesforce,Product Manager,Male,White,L6,USA,USA,192000,1.0,1.0,3.0
Google,Software Engineer,Male,White,L6,USA,USA,347000,10.0,10.0,4.0
Uber,Product Manager,Other,Unknown,L6,USA,USA,330000,9.0,0.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,197000,15.0,3.0,4.0
Uber,Software Engineer,Other,Unknown,L6,USA,USA,259000,2.0,2.0,4.0
other,Software Engineer,Male,Asian,L6,USA,USA,235000,13.0,2.0,4.0
Amazon,Business Analyst,Other,Unknown,L6,USA,USA,80000,1.0,1.0,4.0
other,Data Scientist,Other,Unknown,L6,USA,USA,260000,4.0,1.0,4.0
other,Software Engineer,Male,Asian,L6,USA,USA,250000,7.0,6.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,148000,4.0,4.0,4.0
Google,Business Analyst,Male,Asian,L6,USA,USA,90000,5.0,3.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,148000,7.0,2.0,3.0
other,Software Engineer,Male,Two Or More,L6,USA,USA,213000,12.0,8.0,3.0
Amazon,Software Engineer,Male,Asian,L6,USA,USA,140000,3.0,3.0,4.0
other,Software Engineer,Male,White,L6,USA,USA,153000,8.0,5.0,4.0
other,Software Engineer,Male,White,L6,USA,USA,448000,40.0,8.0,3.0
Cisco,Business Analyst,Female,Asian,L6,USA,USA,86000,0.0,0.0,3.0
Cisco,Business Analyst,Female,Asian,L6,USA,USA,86000,1.0,1.0,3.0
Google,Software Engineer,Female,White,L6,Switzerland,Western Europe,207000,0.0,0.0,5.0
other,Data Scientist,Male,Hispanic,L6,USA,USA,156000,6.0,1.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,225000,15.0,10.0,4.0
Amazon,Solution Architect,Male,White,L6,USA,USA,136000,1.0,1.0,1.0
other,Software Engineer,Other,Unknown,L6,USA,USA,138000,7.0,2.0,3.0
other,Data Scientist,Female,White,L6,USA,USA,225000,5.0,1.0,4.0
Salesforce,Data Scientist,Female,White,L6,USA,USA,185000,5.0,3.0,4.0
Facebook,Software Engineer,Other,Unknown,L6,USA,USA,258000,3.0,0.0,4.0
other,Business Analyst,Female,Asian,L6,USA,USA,96000,4.0,2.0,4.0
Walmart Labs,Data Scientist,Other,Unknown,L6,USA,USA,180000,8.0,0.0,4.0
other,Product Designer,Female,White,L6,USA,USA,150000,10.0,3.0,1.0
Uber,Software Engineer,Other,Unknown,L6,USA,USA,233000,5.0,3.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,179000,3.0,0.0,4.0
other,Software Engineer,Male,Asian,L6,India,India,11000,5.0,2.0,3.0
Amazon,Software Engineer,Other,Unknown,L6,Romania,Eastern Europe,46000,2.0,0.0,3.0
other,Management Consultant,Female,White,L6,USA,USA,200000,8.0,8.0,3.0
other,Software Engineer,Male,White,L6,USA,USA,160000,10.0,5.0,3.0
Amazon,Business Analyst,Male,White,L6,USA,USA,100000,4.0,4.0,4.0
other,Data Scientist,Other,Unknown,L6,USA,USA,230000,10.0,2.0,4.0
other,Software Engineer,Male,Asian,L6,India,India,109000,10.0,0.0,3.0
other,Software Engineer,Male,White,L6,USA,USA,154000,8.0,1.0,3.0
other,Marketing,Female,White,L6,USA,USA,154000,15.0,5.0,4.0
Uber,Recruiter,Other,Unknown,L6,USA,USA,118000,7.0,2.0,4.0
other,Software Engineer,Male,White,L6,USA,USA,209000,10.0,6.0,3.0
other,Product Manager,Other,Unknown,L6,Canada,Canada,138000,11.0,2.0,4.0
Amazon,Technical Program Manager,Female,White,L6,USA,USA,130000,5.0,5.0,3.0
Google,Software Engineer,Male,White,L6,USA,USA,287000,12.0,7.0,3.0
other,Software Engineer,Male,Hispanic,L6,USA,USA,115000,2.0,2.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,82000,2.0,1.0,3.0
Amazon,Software Engineer,Other,Unknown,L6,USA,USA,201000,14.0,6.0,4.0
Google,Solution Architect,Male,White,L6,USA,USA,288000,4.0,0.0,5.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,97000,8.0,2.0,4.0
Amazon,Software Engineer,Other,Unknown,L6,USA,USA,278000,3.0,3.0,4.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,185000,5.0,3.0,3.0
other,Data Scientist,Other,Unknown,L6,USA,USA,266000,20.0,1.0,4.0
Google,Software Engineer,Other,Unknown,L6,USA,USA,330000,10.0,7.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,346000,6.0,1.0,4.0
other,Data Scientist,Male,White,L6,USA,USA,577000,10.0,5.0,3.0
Salesforce,Business Analyst,Female,Unknown,L6,USA,USA,120000,2.0,1.0,4.0
other,Software Engineering Manager,Male,White,L6,Australia,Australia&New Zealand,280000,15.0,6.0,3.0
other,Product Designer,Male,White,L6,USA,USA,159000,14.0,2.0,3.0
other,Data Scientist,Male,White,L6,USA,USA,538000,14.0,4.0,5.0
other,Hardware Engineer,Male,Unknown,L6,USA,USA,372000,12.0,5.0,4.0
other,Data Scientist,Female,Asian,L6,USA,USA,195000,7.0,1.0,4.0
Google,Technical Program Manager,Other,Unknown,L6,USA,USA,332000,20.0,15.0,4.0
other,Solution Architect,Male,White,L6,France,Western Europe,119000,3.0,1.0,4.0
other,Software Engineer,Male,Unknown,L6,USA,USA,355000,4.0,4.0,3.0
Amazon,Technical Program Manager,Male,Asian,L6,India,India,65000,16.0,4.0,3.0
other,Product Designer,Other,Unknown,L6,USA,USA,102000,69.0,69.0,4.0
other,Marketing,Other,Unknown,L6,USA,USA,129000,10.0,0.0,4.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,175000,10.0,5.0,4.0
Facebook,Software Engineer,Other,Unknown,L6,USA,USA,510000,10.0,1.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,152000,13.0,2.0,4.0
Amazon,Software Engineer,Other,Unknown,L6,USA,USA,330000,5.0,4.0,4.0
Intel,Software Engineer,Male,Asian,L6,USA,USA,121000,2.0,0.0,4.0
other,Product Manager,Male,Hispanic,L6,USA,USA,213000,5.0,5.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,85000,0.0,0.0,3.0
other,Business Analyst,Other,Unknown,L6,USA,USA,140000,16.0,16.0,4.0
other,Business Analyst,Other,Unknown,L6,United Kingdom,UK&IRE,113000,5.0,2.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,149000,13.0,2.0,4.0
Deloitte,Software Engineer,Male,White,L6,USA,USA,80000,4.0,2.0,3.0
other,Software Engineer,Other,Unknown,L6,USA,USA,300000,4.0,4.0,4.0
Amazon,Software Engineer,Female,Asian,L6,USA,USA,217000,5.0,2.0,4.0
other,Software Engineer,Male,Unknown,L6,Canada,Canada,78000,9.0,7.0,3.0
Amazon,Business Analyst,Male,White,L6,USA,USA,147000,4.0,0.0,3.0
other,Software Engineer,Other,Unknown,L6,USA,USA,161000,20.0,20.0,3.0
other,Technical Program Manager,Male,White,L6,USA,USA,265000,5.0,2.0,4.0
other,Technical Program Manager,Male,Asian,L6,USA,USA,100000,5.0,3.0,4.0
other,Marketing,Male,Black,L6,Ireland,UK&IRE,100000,6.0,0.0,4.0
Google,Software Engineer,Other,Unknown,L6,USA,USA,368000,5.0,5.0,4.0
other,Software Engineer,Other,Unknown,L6,Taiwan,Eastern Asia,65000,3.0,2.0,4.0
other,Software Engineer,Male,Unknown,L6,USA,USA,144000,5.0,2.0,4.0
other,Software Engineer,Male,Asian,L6,Taiwan,Eastern Asia,30000,1.0,1.0,4.0
other,Product Manager,Male,Asian,L6,Canada,Canada,234000,6.0,1.0,4.0
Amazon,Recruiter,Female,White,L6,USA,USA,120000,4.0,1.0,3.0
other,Hardware Engineer,Other,Unknown,L6,Taiwan,Eastern Asia,26000,4.0,1.0,4.0
other,Mechanical Engineer,Other,Unknown,L6,Taiwan,Eastern Asia,47000,1.0,1.0,3.0
other,Hardware Engineer,Other,Unknown,L6,Taiwan,Eastern Asia,33000,5.0,5.0,4.0
other,Hardware Engineer,Other,Unknown,L6,Taiwan,Eastern Asia,33000,5.0,5.0,4.0
other,Software Engineer,Male,Asian,L6,Taiwan,Eastern Asia,61000,4.0,2.0,4.0
other,Software Engineer,Male,Asian,L6,Taiwan,Eastern Asia,45000,1.0,1.0,4.0
other,Data Scientist,Other,Unknown,L5,USA,USA,195000,15.0,3.0,4.0
other,Software Engineering Manager,Other,Unknown,L5,USA,USA,255000,16.0,6.0,4.0
Amazon,Product Manager,Male,Asian,L5,USA,USA,220000,7.0,4.0,4.0
other,Software Engineering Manager,Female,White,L5,USA,USA,260000,16.0,2.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,121000,3.0,1.0,3.0
other,Software Engineer,Male,Asian,L5,India,India,61000,4.0,4.0,4.0
other,Product Manager,Other,Unknown,L5,USA,USA,200000,7.0,3.0,4.0
Amazon,Product Manager,Male,White,L5,USA,USA,270000,20.0,20.0,3.0
other,Data Scientist,Male,White,L5,USA,USA,189000,8.0,8.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,83000,1.0,1.0,4.0
other,Business Analyst,Other,Unknown,L5,USA,USA,170000,6.0,2.0,4.0
Amazon,Software Engineering Manager,Male,Asian,L5,USA,USA,320000,18.0,5.0,3.0
other,Data Scientist,Female,White,L5,USA,USA,520000,6.0,3.0,4.0
other,Business Analyst,Other,Unknown,L5,USA,USA,92000,4.0,4.0,3.0
other,Software Engineer,Male,White,L5,Russia,Central Asia,31000,3.0,3.0,4.0
Accenture,Management Consultant,Male,White,L5,USA,USA,195000,10.0,10.0,3.0
Amazon,Product Manager,Male,White,L5,USA,USA,224000,6.0,1.0,4.0
Salesforce,Software Engineering Manager,Male,Asian,L5,USA,USA,284000,12.0,6.0,4.0
other,Hardware Engineer,Other,Unknown,L5,USA,USA,94000,3.0,3.0,4.0
Cisco,Software Engineer,Female,Asian,L5,USA,USA,158000,0.0,0.0,4.0
other,Software Engineer,Male,Unknown,L5,USA,USA,586000,14.0,7.0,3.0
other,Recruiter,Female,White,L5,USA,USA,245000,10.0,4.0,3.0
