company,title,gender,race,bins,country,region,totalyearlycompensation,yearsofexperience,yearsatcompany,education
other,Software Engineer,Other,Unknown,L4,USA,USA,83000,3.0,3.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,136000,2.0,0.0,4.0
other,Software Engineer,Other,Unknown,L4,India,India,45000,7.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,110000,0.0,0.0,3.0
Wayfair,Software Engineer,Male,White,L4,USA,USA,116000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,85000,1.0,0.0,3.0
other,Software Engineer,Female,Hispanic,L4,USA,USA,139000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,180000,2.0,0.0,3.0
other,Marketing,Female,Two Or More,L4,USA,USA,74000,2.0,1.0,3.0
other,Software Engineer,Female,Asian,L4,USA,USA,147000,5.0,0.0,3.0
other,Software Engineer,Male,Black,L3,USA,USA,65000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,81000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,160000,3.0,0.0,3.0
other,Software Engineer,Male,Asian,L3,India,India,10000,3.0,1.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,105000,2.0,0.0,3.0
other,Software Engineer,Male,Black,L4,USA,USA,78000,1.0,1.0,3.0
other,Business Analyst,Male,Asian,L4,USA,USA,105000,2.0,0.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,84000,1.0,1.0,3.0
other,Software Engineer,Female,Asian,L4,USA,USA,80000,2.0,2.0,3.0
other,Management Consultant,Other,Unknown,L4,USA,USA,60000,5.0,1.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,125000,2.0,0.0,3.0
other,Marketing,Male,Asian,L4,USA,USA,114000,2.0,1.0,3.0
other,Software Engineer,Female,Two Or More,L4,USA,USA,84000,1.0,0.0,3.0
other,Software Engineer,Female,Asian,L4,USA,USA,82000,1.0,1.0,3.0
VMware,Product Manager,Other,Unknown,L4,USA,USA,187000,9.0,1.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,72000,4.0,0.0,4.0
other,Software Engineer,Male,Asian,L4,Australia,Australia&New Zealand,86000,0.0,0.0,3.0
other,Product Designer,Female,White,L4,USA,USA,80000,2.0,2.0,3.0
other,Software Engineer,Female,Asian,L4,India,India,10000,2.0,2.0,3.0
other,Mechanical Engineer,Other,Unknown,L4,USA,USA,86000,1.0,0.0,3.0
other,Software Engineer,Male,Unknown,L4,Canada,Canada,55000,1.0,1.0,3.0
other,Data Scientist,Other,Unknown,L4,USA,USA,116000,1.0,0.0,3.0
other,Management Consultant,Female,Black,L4,USA,USA,83000,3.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,87000,2.0,2.0,3.0
other,Product Manager,Other,Unknown,L4,India,India,16000,0.0,0.0,3.0
other,Data Scientist,Other,Unknown,L4,USA,USA,145000,0.0,0.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,104000,2.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,100000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,131000,3.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,Canada,Canada,64000,0.0,0.0,3.0
other,Business Analyst,Other,Unknown,L4,USA,USA,78000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,140000,4.0,0.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,140000,1.0,1.0,3.0
Wayfair,Business Analyst,Male,Asian,L4,USA,USA,77000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,54000,0.0,0.0,3.0
other,Data Scientist,Male,Asian,L4,USA,USA,155000,1.0,1.0,3.0
LinkedIn,Product Designer,Female,Asian,L4,USA,USA,183000,1.0,1.0,3.0
other,Marketing,Female,Black,L4,USA,USA,85000,3.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,Germany,Western Europe,77000,3.0,0.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,100000,1.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,180000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,India,India,30000,2.0,2.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,450000,0.0,0.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,110000,1.0,0.0,3.0
other,Software Engineer,Male,Hispanic,L4,Argentina,South America,26000,6.0,1.0,1.0
other,Software Engineer,Male,Two Or More,L4,Argentina,South America,26000,3.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,Argentina,South America,27000,5.0,2.0,4.0
other,Sales,Male,White,L4,USA,USA,57000,8.0,1.0,3.0
other,Mechanical Engineer,Male,White,L4,USA,USA,78000,1.0,0.0,3.0
other,Hardware Engineer,Male,Unknown,L4,USA,USA,83000,3.0,3.0,4.0
other,Software Engineer,Male,Asian,L4,India,India,12000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,Russia,Central Asia,12000,0.0,0.0,4.0
other,Product Manager,Other,Asian,L4,Canada,Canada,132000,14.0,2.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,65000,1.0,1.0,1.0
other,Software Engineer,Male,Unknown,L4,USA,USA,60000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,88000,0.0,0.0,3.0
other,Product Manager,Other,Unknown,L4,USA,USA,99000,2.0,0.0,3.0
Capital One,Data Scientist,Other,Unknown,L4,USA,USA,91000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,200000,0.0,0.0,3.0
other,Marketing,Male,Two Or More,L4,USA,USA,67000,1.0,1.0,3.0
Capital One,Software Engineer,Male,White,L4,USA,USA,101000,3.0,2.0,3.0
other,Software Engineer,Female,Asian,L4,Canada,Canada,53000,0.0,0.0,3.0
other,Product Manager,Male,White,L4,USA,USA,118000,1.0,1.0,4.0
SAP,Software Engineer,Female,Asian,L4,USA,USA,104000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,Australia,Australia&New Zealand,60000,1.0,1.0,3.0
other,Software Engineer,Male,Unknown,L4,USA,USA,152000,1.0,1.0,3.0
other,Data Scientist,Male,Two Or More,L4,USA,USA,185000,1.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,130000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,123000,0.0,0.0,4.0
other,Hardware Engineer,Other,Unknown,L4,USA,USA,122000,3.0,3.0,4.0
other,Product Designer,Male,Asian,L4,India,India,13000,4.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,65000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,78000,0.0,0.0,3.0
other,Software Engineer,Other,Hispanic,L4,USA,USA,120000,1.0,1.0,3.0
other,Software Engineer,Female,Two Or More,L4,USA,USA,96000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,215000,0.0,0.0,3.0
Cisco,Software Engineer,Female,White,L4,USA,USA,141000,2.0,1.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,90000,3.0,0.0,3.0
other,Product Designer,Male,White,L4,USA,USA,94000,4.0,4.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,185000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,112000,1.0,1.0,3.0
other,Management Consultant,Other,Unknown,L4,USA,USA,98000,0.0,0.0,3.0
other,Software Engineer,Male,Black,L4,USA,USA,125000,1.0,1.0,3.0
other,Software Engineer,Male,Asian,L4,Canada,Canada,79000,1.0,0.0,3.0
other,Software Engineer,Male,Black,L4,Canada,Canada,75000,2.0,1.0,4.0
other,Software Engineer,Other,Unknown,L4,USA,USA,133000,0.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,205000,0.0,0.0,3.0
other,Software Engineer,Male,White,L4,Germany,Western Europe,60000,2.0,0.0,4.0
other,Data Scientist,Other,Unknown,L4,USA,USA,98000,1.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,Germany,Western Europe,70000,1.0,0.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,78000,0.0,0.0,3.0
other,Software Engineer,Female,White,L4,USA,USA,71000,1.0,1.0,2.0
other,Software Engineer,Male,White,L4,USA,USA,201000,1.0,1.0,3.0
other,Data Scientist,Male,White,L4,USA,USA,80000,0.0,0.0,3.0
other,Software Engineer,Male,Black,L4,USA,USA,82000,1.0,1.0,3.0
other,Software Engineer,Female,Asian,L4,Canada,Canada,120000,2.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,57000,0.0,0.0,3.0
Shopify,Product Manager,Female,Asian,L4,USA,USA,115000,1.0,0.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,375000,0.0,0.0,3.0
Google,Human Resources,Female,Black,L4,USA,USA,71000,0.0,0.0,3.0
other,Product Designer,Other,Unknown,L4,USA,USA,110000,1.0,1.0,3.0
other,Software Engineer,Female,White,L4,USA,USA,79000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,125000,2.0,2.0,3.0
other,Software Engineering Manager,Other,Unknown,L4,USA,USA,189000,14.0,1.0,4.0
other,Solution Architect,Other,Unknown,L4,USA,USA,170000,5.0,1.0,4.0
other,Software Engineer,Male,White,L4,USA,USA,89000,2.0,2.0,3.0
other,Software Engineer,Male,White,L4,USA,USA,68000,0.0,0.0,3.0
Google,Software Engineer,Male,Black,L4,USA,USA,156000,0.0,0.0,3.0
other,Business Analyst,Other,Unknown,L4,USA,USA,48000,0.0,0.0,3.0
Bloomberg,Software Engineer,Other,Unknown,L4,USA,USA,113000,1.0,1.0,3.0
other,Software Engineer,Male,Hispanic,L4,USA,USA,95000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,USA,USA,139000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L4,India,India,23000,2.0,1.0,3.0
Nvidia,Software Engineer,Male,Unknown,L4,Taiwan,Eastern Asia,63000,1.0,1.0,4.0
other,Software Engineer,Male,Asian,L4,India,India,19000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,183000,0.0,0.0,4.0
other,Software Engineer,Female,Asian,L4,USA,USA,250000,4.0,0.0,3.0
other,Software Engineer,Male,Asian,L4,USA,USA,138000,0.0,0.0,3.0
other,Management Consultant,Male,Hispanic,L4,USA,USA,120000,0.0,0.0,3.0
other,Data Scientist,Male,White,L4,USA,USA,120000,1.0,0.0,4.0
other,Data Scientist,Female,Unknown,L4,Germany,Western Europe,115000,3.0,1.0,5.0
Cisco,Software Engineer,Other,Unknown,L8,USA,USA,175000,4.0,3.0,4.0
other,Software Engineering Manager,Other,Unknown,L8,USA,USA,115000,14.0,14.0,4.0
Dell Technologies,Software Engineer,Female,Unknown,L8,USA,USA,250000,25.0,2.0,4.0
Dell Technologies,Solution Architect,Other,Unknown,L8,USA,USA,250000,18.0,16.0,4.0
Dell Technologies,Hardware Engineer,Other,Unknown,L8,USA,USA,285000,14.0,4.0,4.0
Cisco,Hardware Engineer,Male,Asian,L8,USA,USA,210000,14.0,6.0,4.0
other,Software Engineer,Male,Asian,L8,USA,USA,223000,5.0,2.0,4.0
Cisco,Software Engineer,Other,Unknown,L8,USA,USA,226000,8.0,1.0,4.0
Salesforce,Product Manager,Other,Unknown,L8,USA,USA,480000,13.0,3.0,4.0
Salesforce,Software Engineer,Male,Asian,L8,USA,USA,450000,20.0,8.0,3.0
Salesforce,Product Manager,Other,Unknown,L8,USA,USA,330000,20.0,8.0,4.0
Accenture,Business Analyst,Male,Unknown,L8,USA,USA,100000,2.0,2.0,4.0
other,Solution Architect,Male,Unknown,L8,Canada,Canada,121000,11.0,6.0,4.0
other,Product Manager,Male,White,L8,USA,USA,200000,5.0,1.0,4.0
other,Software Engineer,Male,White,L8,USA,USA,170000,15.0,15.0,3.0
Google,Product Manager,Other,Unknown,L8,USA,USA,514000,17.0,0.0,4.0
other,Software Engineer,Other,Unknown,L4,Canada,Canada,120000,10.0,5.0,4.0
Amazon,Product Manager,Male,White,L8,USA,USA,1105000,21.0,11.0,4.0
Dell Technologies,Product Manager,Other,Unknown,L8,USA,USA,240000,15.0,5.0,4.0
other,Product Manager,Other,Unknown,L8,Canada,Canada,110000,10.0,2.0,4.0
Amazon,Solution Architect,Other,Unknown,L8,Canada,Canada,15000,1.0,1.0,4.0
other,Product Manager,Other,Unknown,L8,USA,USA,501000,13.0,1.0,4.0
Dell Technologies,Software Engineer,Other,Unknown,L8,USA,USA,268000,20.0,2.0,3.0
other,Software Engineer,Other,Unknown,L8,USA,USA,200000,12.0,8.0,3.0
Google,Product Manager,Male,Asian,L8,USA,USA,4500000,20.0,14.0,4.0
Accenture,Software Engineer,Male,Two Or More,L6,Brazil,South America,90000,1.0,1.0,3.0
other,Software Engineering Manager,Male,Asian,L6,Australia,Australia&New Zealand,150000,15.0,1.0,3.0
other,Business Analyst,Other,Unknown,L6,USA,USA,153000,4.0,4.0,3.0
Salesforce,Software Engineering Manager,Male,Black,L6,USA,USA,690000,15.0,3.0,4.0
other,Product Manager,Other,Unknown,L6,USA,USA,300000,12.0,5.0,4.0
Cisco,Software Engineering Manager,Other,Unknown,L6,USA,USA,210000,20.0,10.0,4.0
other,Software Engineering Manager,Male,White,L6,USA,USA,313000,20.0,10.0,3.0
Cisco,Technical Program Manager,Male,Asian,L6,USA,USA,340000,18.0,0.0,4.0
other,Software Engineer,Male,Unknown,L6,USA,USA,130000,12.0,5.0,3.0
Accenture,Business Analyst,Male,White,L6,Ireland,UK&IRE,44000,5.0,5.0,3.0
other,Software Engineering Manager,Male,White,L6,Canada,Canada,175000,15.0,1.0,3.0
Microsoft,Marketing,Female,Black,L6,South Africa,Africa,175000,18.0,4.0,4.0
Accenture,Software Engineer,Male,Asian,L6,USA,USA,89000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L6,USA,USA,330000,12.0,5.0,4.0
other,Product Manager,Male,White,L6,USA,USA,154000,10.0,2.0,3.0
other,Product Manager,Male,Unknown,L6,India,India,72000,12.0,12.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,145000,11.0,1.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,235000,12.0,3.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,175000,12.0,4.0,3.0
other,Software Engineer,Male,White,L6,Ireland,UK&IRE,30000,3.0,3.0,3.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,375000,25.0,23.0,4.0
other,Product Manager,Male,Asian,L5,USA,USA,195000,8.0,3.0,4.0
other,Product Manager,Other,Unknown,L5,India,India,160000,10.0,3.0,4.0
other,Product Manager,Male,Unknown,L5,India,India,140000,10.0,6.0,4.0
other,Software Engineering Manager,Male,White,L4,Spain,Southern Europe,117000,3.0,1.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,150000,8.0,8.0,3.0
other,Software Engineer,Male,White,L4,Russia,Central Asia,41000,3.0,2.0,1.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,196000,15.0,3.0,4.0
other,Software Engineer,Other,Unknown,L6,USA,USA,163000,15.0,3.0,4.0
other,Product Manager,Male,Hispanic,L6,USA,USA,160000,15.0,7.0,3.0
other,Technical Program Manager,Other,Asian,L6,USA,USA,254000,18.0,1.0,4.0
other,Technical Program Manager,Other,Unknown,L6,USA,USA,254000,18.0,1.0,4.0
other,Software Engineer,Female,Asian,L5,USA,USA,121000,8.0,5.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,265000,3.0,3.0,3.0
other,Software Engineer,Male,White,L5,Ireland,UK&IRE,240000,7.0,1.0,4.0
other,Software Engineer,Male,Unknown,L5,USA,USA,144000,3.0,1.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,125000,5.0,4.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,92000,2.0,0.0,3.0
Wayfair,Product Manager,Female,Asian,L5,USA,USA,90000,1.0,1.0,3.0
other,Software Engineer,Female,Asian,L5,USA,USA,103000,3.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,138000,1.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,106000,3.0,2.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,255000,2.0,2.0,3.0
other,Software Engineer,Male,White,L5,Ukraine,Eastern Europe,30000,4.0,2.0,4.0
other,Product Manager,Male,Two Or More,L5,USA,USA,83000,5.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,India,India,17000,2.0,2.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,295000,3.0,0.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,173000,7.0,1.0,5.0
other,Software Engineer,Other,Unknown,L5,USA,USA,303000,3.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,India,India,10000,3.0,3.0,4.0
Wayfair,Software Engineer,Male,Asian,L5,USA,USA,150000,2.0,2.0,4.0
other,Software Engineer,Male,White,L5,United Kingdom,UK&IRE,95000,5.0,1.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,277000,4.0,0.0,3.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,115000,3.0,3.0,3.0
Google,Sales,Male,White,L5,Ireland,UK&IRE,96000,3.0,2.0,4.0
Wayfair,Software Engineer,Female,Asian,L5,USA,USA,143000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,123000,1.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,78000,3.0,2.0,3.0
other,Technical Program Manager,Other,Unknown,L5,Russia,Central Asia,57000,11.0,5.0,3.0
other,Software Engineer,Male,Unknown,L5,USA,USA,295000,5.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,220000,4.0,3.0,3.0
other,Software Engineer,Male,Asian,L5,India,India,36000,3.0,1.0,4.0
Microsoft,Software Engineer,Other,Unknown,L5,USA,USA,172000,7.0,0.0,4.0
other,Product Manager,Female,Unknown,L5,USA,USA,170000,4.0,1.0,3.0
Microsoft,Technical Program Manager,Female,Black,L5,USA,USA,166000,8.0,3.0,3.0
other,Software Engineer,Male,Asian,L5,Canada,Canada,90000,2.0,1.0,3.0
Cisco,Software Engineer,Male,Asian,L5,USA,USA,150000,4.0,4.0,4.0
Wayfair,Marketing,Male,White,L5,USA,USA,110000,6.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,130000,4.0,4.0,3.0
other,Product Manager,Male,White,L5,USA,USA,85000,1.0,0.0,4.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,150000,5.0,0.0,3.0
Wayfair,Software Engineer,Other,Unknown,L5,USA,USA,201000,3.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,Canada,Canada,77000,5.0,2.0,4.0
other,Software Engineer,Other,Unknown,L5,India,India,11000,5.0,2.0,4.0
Visa,Human Resources,Other,Unknown,L5,USA,USA,67000,2.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,150000,2.0,0.0,3.0
other,Recruiter,Male,Two Or More,L5,USA,USA,201000,15.0,1.0,3.0
Google,Software Engineer,Male,Asian,L5,India,India,13000,0.0,0.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,293000,4.0,0.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,295000,10.0,3.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,170000,6.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,155000,5.0,0.0,4.0
PayPal,Software Engineer,Female,White,L5,USA,USA,180000,1.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,91000,2.0,2.0,3.0
Wayfair,Software Engineer,Male,Hispanic,L5,USA,USA,165000,5.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,178000,6.0,0.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,161000,4.0,2.0,1.0
other,Software Engineer,Other,Unknown,L5,USA,USA,124000,24.0,12.0,4.0
other,Business Analyst,Male,Unknown,L5,USA,USA,100000,5.0,5.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,90000,3.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,Canada,Canada,54000,3.0,3.0,3.0
other,Product Manager,Male,White,L5,USA,USA,131000,2.0,2.0,4.0
other,Mechanical Engineer,Male,Asian,L5,USA,USA,116000,3.0,3.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,161000,2.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,United Kingdom,UK&IRE,66000,9.0,6.0,3.0
other,Data Scientist,Male,White,L5,USA,USA,136000,6.0,3.0,4.0
other,Software Engineer,Male,Asian,L4,USA,USA,185000,1.0,1.0,5.0
other,Data Scientist,Male,Asian,L5,USA,USA,85000,14.0,3.0,4.0
Google,Sales,Other,Unknown,L5,Australia,Australia&New Zealand,120000,3.0,1.0,4.0
Adobe,Solution Architect,Male,Asian,L5,USA,USA,177000,1.0,1.0,4.0
other,Mechanical Engineer,Other,Unknown,L5,USA,USA,80000,2.0,2.0,3.0
other,Software Engineer,Female,Asian,L5,United Kingdom,UK&IRE,225000,5.0,0.0,3.0
other,Software Engineer,Female,White,L5,USA,USA,217000,13.0,0.0,3.0
other,Product Designer,Male,White,L5,USA,USA,176000,10.0,5.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,95000,2.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,178000,5.0,1.0,4.0
Wayfair,Software Engineer,Male,White,L5,USA,USA,203000,3.0,3.0,3.0
other,Recruiter,Female,Two Or More,L5,USA,USA,108000,10.0,3.0,2.0
other,Data Scientist,Male,Unknown,L5,USA,USA,150000,1.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,Spain,Southern Europe,71000,5.0,1.0,3.0
other,Software Engineer,Male,Unknown,L5,Israel,Middle East,100000,3.0,3.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,96000,2.0,0.0,3.0
other,Mechanical Engineer,Male,Hispanic,L5,USA,USA,92000,3.0,3.0,3.0
other,Software Engineer,Male,White,L5,Ukraine,Eastern Europe,33000,4.0,1.0,3.0
other,Human Resources,Male,White,L5,USA,USA,372000,20.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,77000,2.0,2.0,3.0
other,Mechanical Engineer,Other,Unknown,L5,USA,USA,100000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,196000,4.0,0.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,159000,1.0,1.0,4.0
other,Software Engineer,Male,White,L5,Israel,Middle East,100000,3.0,3.0,3.0
other,Technical Program Manager,Male,Asian,L5,USA,USA,117000,6.0,1.0,3.0
other,Product Manager,Other,Unknown,L5,USA,USA,130000,4.0,2.0,4.0
other,Software Engineer,Female,Unknown,L5,USA,USA,400000,3.0,3.0,3.0
other,Product Manager,Female,Black,L5,USA,USA,120000,6.0,3.0,4.0
other,Data Scientist,Male,Asian,L5,USA,USA,96000,3.0,2.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,125000,2.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,278000,2.0,2.0,3.0
other,Software Engineer,Female,Asian,L5,USA,USA,158000,5.0,0.0,4.0
other,Mechanical Engineer,Male,White,L5,USA,USA,99000,4.0,2.0,4.0
other,Hardware Engineer,Male,Two Or More,L5,USA,USA,100000,5.0,2.0,4.0
other,Mechanical Engineer,Male,White,L5,USA,USA,95000,2.0,1.0,4.0
other,Mechanical Engineer,Male,White,L5,USA,USA,95000,3.0,0.0,3.0
other,Mechanical Engineer,Male,White,L5,USA,USA,116000,6.0,4.0,3.0
other,Mechanical Engineer,Male,White,L5,USA,USA,100000,4.0,1.0,3.0
Amazon,Marketing,Female,White,L5,USA,USA,85000,5.0,0.0,3.0
other,Software Engineer,Male,Black,L5,USA,USA,110000,2.0,0.0,2.0
Walmart Labs,Software Engineer,Male,Asian,L5,USA,USA,143000,0.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,United Kingdom,UK&IRE,109000,4.0,1.0,4.0
other,Software Engineer,Male,Asian,L5,United Kingdom,UK&IRE,88000,2.0,2.0,5.0
other,Software Engineer,Other,Unknown,L5,USA,USA,235000,3.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,United Kingdom,UK&IRE,130000,8.0,1.0,5.0
other,Software Engineer,Male,Asian,L5,USA,USA,330000,6.0,0.0,4.0
other,Product Manager,Female,White,L5,USA,USA,85000,2.0,2.0,3.0
other,Mechanical Engineer,Other,Unknown,L5,USA,USA,125000,3.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,215000,5.0,0.0,3.0
other,Software Engineer,Male,Black,L5,Germany,Western Europe,82000,3.0,0.0,4.0
other,Software Engineer,Male,Unknown,L5,Germany,Western Europe,80000,5.0,5.0,4.0
other,Hardware Engineer,Male,Asian,L5,USA,USA,120000,0.0,0.0,4.0
other,Software Engineer,Other,Unknown,L4,Canada,Canada,83000,3.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,112000,2.0,2.0,3.0
other,Product Designer,Other,Unknown,L5,USA,USA,110000,6.0,0.0,4.0
other,Product Manager,Female,Unknown,L5,USA,USA,175000,3.0,3.0,3.0
other,Software Engineer,Male,Hispanic,L5,USA,USA,116000,3.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,129000,3.0,2.0,3.0
other,Technical Program Manager,Female,White,L5,USA,USA,156000,4.0,1.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,178000,2.0,0.0,4.0
other,Software Engineer,Male,White,L5,Germany,Western Europe,79000,8.0,1.0,1.0
other,Software Engineer,Male,White,L5,Czech Republic,Eastern Europe,37000,4.0,1.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,78000,3.0,2.0,3.0
other,Software Engineer,Male,White,L5,USA,USA,125000,3.0,3.0,3.0
Wayfair,Software Engineer,Other,Unknown,L5,USA,USA,165000,2.0,2.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,135000,3.0,3.0,3.0
other,Software Engineer,Male,Asian,L5,USA,USA,102000,4.0,4.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,84000,4.0,4.0,3.0
other,Software Engineer,Female,Asian,L5,USA,USA,101000,6.0,5.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,168000,2.0,0.0,3.0
Wayfair,Data Scientist,Male,White,L5,USA,USA,185000,2.0,1.0,5.0
other,Software Engineer,Female,White,L5,USA,USA,160000,3.0,1.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,190000,5.0,3.0,4.0
other,Product Manager,Female,Asian,L5,USA,USA,161000,5.0,0.0,3.0
other,Software Engineer,Female,Asian,L5,USA,USA,104000,4.0,1.0,3.0
other,Software Engineer,Other,Unknown,L5,USA,USA,146000,2.0,0.0,3.0
other,Software Engineer,Male,Asian,L5,Japan,Eastern Asia,195000,5.0,5.0,4.0
other,Software Engineer,Male,Asian,L5,USA,USA,75000,1.0,1.0,4.0
other,Product Manager,Female,Unknown,L5,USA,USA,254000,10.0,2.0,4.0
other,Software Engineer,Male,White,L5,USA,USA,87000,4.0,3.0,3.0
other,Software Engineer,Female,Unknown,L5,USA,USA,125000,2.0,2.0,3.0
Wayfair,Software Engineer,Other,Unknown,L5,Germany,Western Europe,130000,7.0,1.0,4.0
other,Software Engineer,Other,Unknown,L5,USA,USA,116000,4.0,3.0,3.0
other,Software Engineer,Male,Unknown,L5,USA,USA,155000,3.0,1.0,4.0
other,Software Engineer,Other,Unknown,L5,Singapore,South-Eastern Asia,60000,0.0,0.0,3.0
